1278	5	&#1278;	Ӿ	Cyrillic Capital Letter Ha With Stroke	Cyrillic	L&	Cyrillic	Cyrl	Cyrillic
1394	6	&#1394;	ղ	Armenian Small Letter Ghad	Armenian	L&	Armenian	Armn	Armenian
1510	11019	&#1510;	צ	Hebrew Letter Tsadi	Hebrew	Lo	Hebrew	Hebr	Hebrew
1626	1	&#1626;	ٚ	Arabic Vowel Sign Small V Above	Arabic	Mn	Arabic	Arab	Arabic
1858	59	&#1858;	݂	Syriac Rukkakha	Syriac	Mn	Syriac	Syrc	Syriac
2322	3	&#2322;	ऒ	Devanagari Letter Short O	Devanagari	Lo	Devanagari	Deva	Devanagari
2380	378	&#2380;	ौ	Devanagari Vowel Sign Au	Devanagari	Mc	Devanagari	Deva	Devanagari
2438	64	&#2438;	আ	Bengali Letter Aa	Bengali	Lo	Bengali	Beng	Bengali
2496	40	&#2496;	ী	Bengali Vowel Sign Ii	Bengali	Mc	Bengali	Beng	Bengali
2728	29	&#2728;	ન	Gujarati Letter Na	Gujarati	Lo	Gujarati	Gujr	Gujarati
2960	268	&#2960;	ஐ	Tamil Letter Ai	Tamil	Lo	Tamil	Taml	Tamil
3018	3652	&#3018;	ொ	Tamil Vowel Sign O	Tamil	Mc	Tamil	Taml	Tamil
3134	2187	&#3134;	ా	Telugu Vowel Sign Aa	Telugu	Mn	Telugu	Telu	Telugu
3250	998	&#3250;	ಲ	Kannada Letter La	Kannada	Lo	Kannada	Knda	Kannada
3308	1	&#3308;	೬	Kannada Digit Six	Kannada	Nd	Kannada	Knda	Kannada
3366	225	&#3366;	ദ	Malayalam Letter Da	Malayalam	Lo	Malayalam	Mlym	Malayalam
3424	4	&#3424;	ൠ	Malayalam Letter Vocalic Rr	Malayalam	Lo	Malayalam	Mlym	Malayalam
3482	316	&#3482;	ක	Sinhala Letter Alpapraana Kayanna	Sinhala	Lo	Sinhala	Sinh	Sinhala
3540	204	&#3540;	ු	Sinhala Vowel Sign Ketti Paa-pilla	Sinhala	Mn	Sinhala	Sinh	Sinhala
3598	608	&#3598;	ฎ	Thai Character Do Chada	Thai	Lo	Thai	Thai	Thai
3656	257252	&#3656;	่	Thai Character Mai Ek	Thai	Mn	Thai	Thai	Thai
3714	360	&#3714;	ຂ	Lao Letter Kho Sung	Lao	Lo	Lao	Laoo	Lao
3772	93	&#3772;	ຼ	Lao Semivowel Sign Lo	Lao	Mn	Lao	Laoo	Lao
4120	367	&#4120;	ဘ	Myanmar Letter Bha	Myanmar	Lo	Myanmar	Mymr	Burmese (Myanmar)
4236	2	&#4236;	ႌ	Myanmar Sign Shan Council Tone-3	Myanmar	Mc	Myanmar	Mymr	Burmese (Myanmar)
4352	3	&#4352;	ᄀ	Hangul Choseong Kiyeok	Hangul	Lo	Korean	Kore	Hangul Jamo
4758	1	&#4758;	ኖ	Ethiopic Syllable No	Ethiopic	Lo	Ethiopic	Ethi	Ethiopic
5222	1	&#5222;	ᑦ	Canadian Syllabics T	Canadian_Aboriginal	Lo	Unified Canadian Aboriginal Syllabics	Cans	Unified Canadian Aboriginal Syllabics
5338	1	&#5338;	ᓚ	Canadian Syllabics La	Canadian_Aboriginal	Lo	Unified Canadian Aboriginal Syllabics	Cans	Unified Canadian Aboriginal Syllabics
6034	216	&#6034;	ធ	Khmer Letter Tho	Khmer	Lo	Khmer	Khmr	Khmer
6092	33	&#6092;	៌	Khmer Sign Robat	Khmer	Mn	Khmer	Khmr	Khmer
7426	1	&#7426;	ᴂ	Latin Small Letter Turned Ae	Latin	L&	(Phonetic)	_ipa	Phonetic Extensions
7484	1	&#7484;	ᴼ	Modifier Letter Capital O	Latin	Lm	(Phonetic)	_ipa	Phonetic Extensions
7716	12	&#7716;	Ḥ	Latin Capital Letter H With Dot Below	Latin	L&	Latin	Latn	Latin Extended Additional
7774	1	&#7774;	Ṟ	Latin Capital Letter R With Line Below	Latin	L&	Latin	Latn	Latin Extended Additional
7890	17	&#7890;	Ồ	Latin Capital Letter O With Circumflex And Grave	Latin	L&	Latin	Latn	Latin Extended Additional
7948	2	&#7948;	Ἄ	Greek Capital Letter Alpha With Psili And Oxia	Greek	L&	Greek	Grek	Greek Extended
8238	148	&#8238;	‮	Right-to-left Override	Common	Cf	(Symbols)	_sym	General Punctuation
8354	3	&#8354;	₢	Cruzeiro Sign	Common	Sc	(Symbols)	_sym	Currency Symbols
8470	355	&#8470;	№	Numero Sign	Common	So	(Symbols)	_sym	Letterlike Symbols
8644	7	&#8644;	⇄	Rightwards Arrow Over Leftwards Arrow	Common	So	(Drawing)	_drw	Arrows
8992	2	&#8992;	⌠	Top Half Integral	Common	Sm	(Mathematical)	_mth	Miscellaneous Technical
9166	16	&#9166;	⏎	Return Symbol	Common	So	(Mathematical)	_mth	Miscellaneous Technical
9282	2	&#9282;	⑂	Ocr Fork	Common	So	(Symbols)	_sym	Optical Character Recognition
9398	57	&#9398;	Ⓐ	Circled Latin Capital Letter A	Common	So	Latin	Latn	Enclosed Alphanumerics
9572	7	&#9572;	╤	Box Drawings Down Single And Horizontal Double	Common	So	(Drawing)	_drw	Box Drawing
9630	4	&#9630;	▞	Quadrant Upper Right And Lower Left	Common	So	(Drawing)	_drw	Block Elements
